id,label,x,y,z
8,target 5,38.99400186418172,-149.53087193028514,48.97805566348479
9,target 6,35.69037175208907,-150.26408820290322,49.991213802960175
10,target 7,1.5741494575426238,21.20255860558403,-14.395398118993135
11,target 8,-1.2797611270492213,21.235971631900323,-12.368191454114347
