cur_sna_20m_0190,38.5725822,-130.24936,44.3969841,,EFAS,FW,,TRUE,EFAS
cur_sna_20m_0191,42.9355774,-120.12268,45.5433426,,EFAS,FW,,FALSE,EFAS
cur_sna_20m_0192,42.5089188,-122.82308,46.1605568,,EFAS,FW,,TRUE,EFAS
cur_sna_20m_0193,43.8336868,-117.26969,44.471386,,EFAS,FW,,FALSE,EFAS
cur_sna_20m_0194,36.5744286,-103.27956,34.5208435,,EFAS,FW,NOISE,TRUE,EFAS
cur_sna_20m_0195,35.4880447,-93.358635,30.1047058,,EFAS,FW,NOISE,TRUE,EFAS
cur_sna_20m_0196,22.6298523,-66.13604,18.1529713,,EFAS,FW,,TRUE,EFAS
cur_sna_20m_0197,8.55165958,-31.293575,4.91670752,,EFAS,FW,,FALSE,EFAS
cur_sna_20m_0198,4.72995901,-5.6462741,-6.6470876,,EFAS,FW,,FALSE,EFAS
cur_sna_20m_0199,26.1600285,-145.05635,47.423069,,OFAV,FW,,TRUE,OFAV
cur_sna_20m_0200,16.0743523,-74.691971,14.8558617,,MCAV,FW,,FALSE,MCAV
cur_sna_20m_0201,19.3790531,-68.179741,16.4508953,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0202,14.1877956,-72.997482,15.5839138,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0203,7.63077736,-36.900864,6.94143438,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0204,10.4549189,-37.806561,4.64036655,,OFAV,FW,,TRUE,OFAV
cur_sna_20m_0205,2.05006194,-31.405933,4.36554432,,OFRA,FW,,FALSE,OFRA
cur_sna_20m_0206,-2.5255022,-33.721424,1.63098609,,OFRA,FW,,TRUE,OFRA
cur_sna_20m_0207,1.83065951,-26.989798,1.68564689,,OFRA,FW,,TRUE,OFRA
cur_sna_20m_0208,-0.4195433,-26.444708,-0.2586072,,OFRA,FW,,TRUE,OFRA
cur_sna_20m_0209,-3.8760793,-18.105141,-4.7286458,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0210,38.3304062,-121.48996,43.7099304,,OFRA,FW,,TRUE,OFRA
cur_sna_20m_0211,27.6457386,-82.204796,24.3562126,,MCAV,FW,,FALSE,MCAV
cur_sna_20m_0212,10.8041401,-32.29417,4.70565605,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0213,4.29798698,-16.254265,-3.7538614,,MCAV,FW,,TRUE,MCAV
cur_sna_20m_0214,9.81872749,20.1999321,-8.2322512,,MCAV,FW,,FALSE,MCAV
cur_sna_20m_0215,1.77827621,14.8568382,-11.082204,,MCAV,FW,,FALSE,MCAV
cur_sna_20m_0216,37.4558334,-137.27403,49.0985718,,MDEC,FW,RARE,TRUE,MMIR
cur_sna_20m_0217,40.2860489,-136.65834,46.6061935,,MDEC,FW,,FALSE,AAGA
cur_sna_20m_0218,26.6534939,-67.805466,17.8606873,,MDEC,FW,RARE,TRUE,EFAS
